date,start_time,end_time,time,year,month,hours_fishing,time_period,season,location,air_temp,weather,wind_level,wind_dir,trolling_speed,water_depth,fish_length,fish_type,crew_count,hook_rate
2011-07-31,2011-07-31 17:30:00,2011-07-31 19:00:00,2011-07-31 18:15:00,2011.0,7.0,1.5,evening,summer,Lower Harbor Breakwall,76.0,Partly Cloudy,3.5,South,2.7,60.0,23.0,Lake Trout,1.0,1.3333333333333333
2011-08-01,2011-08-01 18:00:00,2011-08-01 21:00:00,2011-08-01 20:00:00,2011.0,8.0,3.0,evening,summer,Lower Harbor Lighthouse,75.0,Partly Cloudy,2.5,SouthWest,2.8,65.0,20.75,Lake Trout,2.0,3.6666666666666665
2011-08-02,2011-08-02 18:00:00,2011-08-02 20:30:00,2011-08-02 20:00:00,2011.0,8.0,2.5,evening,summer,Lower Harbor Breakwall,67.0,Clear,2.5,NorthWest,2.8,58.75,21.25,Lake Trout,1.0,2.0
2011-08-06,2011-08-06 07:00:00,2011-08-06 14:30:00,2011-08-06 11:00:00,2011.0,8.0,7.5,morning,summer,Shot Point,62.0,Partly Cloudy,5.366666666666666,NorthEast,2.0,185.0,20.533333333333335,Lake Trout,3.0,2.6666666666666665
2011-08-08,2011-08-08 07:30:00,2011-08-08 14:00:00,2011-08-08 10:30:00,2011.0,8.0,6.5,morning,summer,Shot Point,64.0,Partly Cloudy,2.5,NorthEast,2.1142857142857143,166.42857142857142,19.714285714285715,Lake Trout,3.0,1.8461538461538463
2011-08-11,2011-08-11 18:00:00,2011-08-11 21:30:00,2011-08-11 19:00:00,2011.0,8.0,3.5,evening,summer,Upper Harbor,72.0,Clear,2.5,East,2.1,170.0,21.0,Lake Trout,1.0,0.2857142857142857
2011-08-13,2011-08-13 07:00:00,2011-08-13 14:00:00,2011-08-13 11:30:00,2011.0,8.0,7.0,morning,summer,Shot Point,65.0,Overcast,3.3214285714285716,SouthWest,1.9,185.0,20.0,Lake Trout,4.0,2.857142857142857
2011-08-14,2011-08-14 18:30:00,2011-08-14 20:30:00,2011-08-14 19:45:00,2011.0,8.0,2.0,evening,summer,Chocolay,73.0,Clear,1.5,NorthWest,2.7,65.0,22.5,Lake Trout,1.0,1.5
2011-08-16,2011-08-16 19:00:00,2011-08-16 21:30:00,2011-08-16 20:30:00,2011.0,8.0,2.5,evening,summer,Chocolay,67.0,Partly Cloudy,8.0,SouthWest,2.8,65.0,23.0,Lake Trout,2.0,1.2
2011-08-22,2011-08-22 18:30:00,2011-08-22 21:30:00,2011-08-22 20:30:00,2011.0,8.0,3.0,evening,summer,Lower Harbor Lighthouse,66.0,Partly Cloudy,2.5,SouthEast,2.6,65.0,22.0,Lake Trout,2.0,0.6666666666666666
2011-08-27,2011-08-27 08:00:00,2011-08-27 11:30:00,2011-08-27 10:30:00,2011.0,8.0,3.5,morning,summer,Upper Harbor,67.0,Partly Cloudy,5.5,NorthWest,2.0,178.75,21.5,Lake Trout,3.0,2.0
2011-09-03,2011-09-03 07:00:00,2011-09-03 15:00:00,2011-09-03 09:45:00,2011.0,9.0,8.0,morning,fall,Shot Point,65.0,Partly Cloudy,1.5,South,2.0,186.15384615384616,20.46153846153846,Lake Trout,3.0,2.25
2011-09-08,2011-09-08 18:00:00,2011-09-08 20:30:00,2011-09-08 19:30:00,2011.0,9.0,2.5,evening,fall,Upper Harbor,68.0,Clear,0.5,SouthWest,2.0,180.0,23.5,Lake Trout,4.0,2.0
2011-09-10,2011-09-10 07:00:00,2011-09-10 15:30:00,2011-09-10 15:00:00,2011.0,9.0,8.5,afternoon,fall,Shot Point,65.0,Clear,0.5,SouthWest,2.0,180.0,22.037037037037038,Lake Trout,4.0,4.352941176470588
2011-09-11,2011-09-11 08:00:00,2011-09-11 14:00:00,2011-09-11 11:30:00,2011.0,9.0,6.0,morning,fall,White Rocks,68.0,Partly Cloudy,1.5,SouthEast,2.1,175.0,20.0,Lake Trout,3.0,0.16666666666666666
2011-09-17,2011-09-17 09:00:00,2011-09-17 12:30:00,2011-09-17 11:30:00,2011.0,9.0,3.5,morning,fall,Lower Harbor Breakwall,62.0,Overcast,2.5,South,2.6500000000000004,55.0,22.5,Lake Trout,1.0,0.5714285714285714
2011-09-26,2011-09-26 08:00:00,2011-09-26 15:00:00,2011-09-26 11:00:00,2011.0,9.0,7.0,morning,fall,Upper Harbor,65.0,Partly Cloudy,2.5,South,2.1,180.0,23.533333333333335,Lake Trout,3.0,2.2857142857142856
2011-10-02,2011-10-02 08:00:00,2011-10-02 12:00:00,2011-10-02 09:45:00,2011.0,10.0,4.0,morning,fall,Upper Harbor,64.0,Partly Cloudy,2.5,South,2.1,180.0,22.4,Lake Trout,2.0,2.25
2011-10-09,2011-10-09 08:00:00,2011-10-09 12:00:00,2011-10-09 11:15:00,2011.0,10.0,4.0,morning,fall,Lower Harbor Lighthouse,62.0,Partly Cloudy,3.5,West,2.7,65.0,22.2,Lake Trout,1.0,1.75
2011-10-10,2011-10-10 16:30:00,2011-10-10 20:30:00,2011-10-10 08:45:00,2011.0,10.0,3.0416666666666665,morning,fall,Lower Harbor Breakwall,61.083333333333336,Partly Cloudy,3.5,NorthWest,2.7916666666666665,70.0,22.083333333333332,Lake Trout,1.5,2.6999999999999997
2011-10-12,2011-10-12 17:00:00,2011-10-12 19:30:00,2011-10-12 17:25:00,2011.0,10.0,2.7,afternoon,fall,Lower Harbor Breakwall,62.6,Partly Cloudy,3.7,South,2.84,60.0,23.8,Lake Trout,1.6,3.2
2011-10-13,2011-10-13 15:00:00,2011-10-13 17:30:00,2011-10-13 16:30:00,2011.0,10.0,2.5,afternoon,fall,Lower Harbor Breakwall,63.0,Rain,1.5,South,2.8,53.8,22.2,Lake Trout,1.0,3.6
2011-10-22,2011-10-22 08:30:00,2011-10-22 12:00:00,2011-10-22 10:30:00,2011.0,10.0,3.5,morning,fall,Lower Harbor Breakwall,63.0,Partly Cloudy,1.5,South,2.8,50.0,25.5,Lake Trout,2.0,1.1428571428571428
2011-10-27,2011-10-27 14:30:00,2011-10-27 17:00:00,2011-10-27 16:00:00,2011.0,10.0,2.5,afternoon,fall,Lower Harbor Breakwall,63.0,Partly Cloudy,7.5,North,2.8,52.8,23.0,Lake Trout,1.0,3.6
2011-10-28,2011-10-28 16:00:00,2011-10-28 18:00:00,2011-10-28 16:45:00,2011.0,10.0,2.0,afternoon,fall,Lower Harbor Lighthouse,63.0,Partly Cloudy,4.5,SouthWest,2.8,64.2,22.466666666666665,Lake Trout,1.5333333333333334,6.566666666666666
2011-10-29,2011-10-29 08:30:00,2011-10-29 12:30:00,2011-10-29 11:45:00,2011.0,10.0,3.533333333333333,morning,fall,Lower Harbor Lighthouse,63.0,Partly Cloudy,4.5,West,2.8,64.86666666666666,22.933333333333334,Lake Trout,2.466666666666667,4.311111111111112
2011-10-30,2011-10-30 09:00:00,2011-10-30 12:30:00,2011-10-30 12:15:00,2011.0,10.0,3.5,morning,fall,Chocolay,63.0,Partly Cloudy,6.8,SouthWest,2.8,58.266666666666666,25.466666666666665,Lake Trout,2.0,5.142857142857143
2011-11-04,2011-11-04 15:00:00,2011-11-04 17:30:00,2011-11-04 16:00:00,2011.0,11.0,2.5,afternoon,fall,Lower Harbor Lighthouse,60.0,Partly Cloudy,6.5,SouthWest,2.8,60.6,24.4,Lake Trout,1.0,3.2
2011-11-05,2011-11-05 15:00:00,2011-11-05 17:30:00,2011-11-05 10:30:00,2011.0,11.0,2.5,morning,fall,Lower Harbor Breakwall,60.0,Partly Cloudy,15.0,SouthWest,2.8,54.0,22.25,Lake Trout,1.0,2.4
2011-11-08,2011-11-08 11:30:00,2011-11-08 16:30:00,2011-11-08 13:00:00,2011.0,11.0,5.0,afternoon,fall,Lower Harbor Breakwall,60.0,Partly Cloudy,6.5,NorthEast,2.8,54.0,24.5,Lake Trout,1.0,1.4
2011-11-12,2011-11-12 09:30:00,2011-11-12 11:30:00,2011-11-12 10:00:00,2011.0,11.0,2.0,morning,fall,Lower Harbor Breakwall,55.0,Partly Cloudy,6.0,SouthWest,2.8,56.0,22.0,Lake Trout,1.0,2.5
2012-03-11,2012-03-11 09:00:00,2012-03-11 11:30:00,2012-03-11 10:15:00,2012.0,3.0,2.5,morning,spring,Lower Harbor Lighthouse,48.0,Clear,6.0,SouthWest,2.7,70.0,16.5,Coho,1.0,1.2
2012-03-22,2012-03-22 17:30:00,2012-03-22 20:30:00,2012-03-22 18:00:00,2012.0,3.0,3.0,evening,spring,Chocolay,51.0,Partly Cloudy,1.0,South,2.8,60.0,24.0,Lake Trout,2.0,0.3333333333333333
2012-03-24,2012-03-24 08:00:00,2012-03-24 14:00:00,2012-03-24 10:15:00,2012.0,3.0,6.0,morning,spring,Lower Harbor Lighthouse,54.0,Clear,5.0,SouthEast,2.7,65.0,24.0,Lake Trout,1.0,0.16666666666666666
2012-04-15,2012-04-15 10:00:00,2012-04-15 12:30:00,2012-04-15 10:45:00,2012.0,4.0,2.5,morning,spring,Lower Harbor Lighthouse,54.0,Clear,5.0,NorthEast,2.7,62.0,23.0,Lake Trout,1.0,0.4
2012-05-13,2012-05-13 08:00:00,2012-05-13 12:00:00,2012-05-13 12:00:00,2012.0,5.0,4.2,morning,spring,Thoney Point,60.4,Partly Cloudy,9.4,SouthWest,2.5,122.0,24.5,Lake Trout,3.0,3.5833333333333335
2012-05-14,2012-05-14 14:30:00,2012-05-14 17:00:00,2012-05-14 16:30:00,2012.0,5.0,2.5,afternoon,spring,Chocolay,62.0,Clear,3.0,East,2.5,55.0,22.0,Lake Trout,3.0,1.6
2012-05-15,2012-05-15 10:00:00,2012-05-15 12:30:00,2012-05-15 10:30:00,2012.0,5.0,2.5,morning,spring,Lower Harbor Lighthouse,55.0,Clear,5.0,NorthEast,2.6,65.0,23.0,Lake Trout,1.0,0.4
2012-05-22,2012-05-22 18:00:00,2012-05-22 21:30:00,2012-05-22 20:00:00,2012.0,5.0,3.5,evening,spring,Lower Harbor Lighthouse,64.0,Overcast,3.0,SouthEast,2.6,57.5,21.75,Lake Trout,4.0,1.1428571428571428
2012-05-25,2012-05-25 15:00:00,2012-05-25 20:00:00,2012-05-25 17:00:00,2012.0,5.0,5.0,afternoon,spring,Lower Harbor Lighthouse,64.0,Partly Cloudy,13.0,North,2.7,65.0,24.6,Lake Trout,2.0,1.0
2012-05-26,2012-05-26 07:00:00,2012-05-26 14:00:00,2012-05-26 10:30:00,2012.0,5.0,7.0,morning,spring,Shot Point,64.0,Overcast,3.0,East,2.2,187.5,22.333333333333332,Lake Trout,4.0,2.4285714285714284
2012-05-27,2012-05-27 14:00:00,2012-05-27 15:30:00,2012-05-27 14:30:00,2012.0,5.0,1.5,afternoon,spring,Lower Harbor Lighthouse,64.0,Overcast,19.0,South,2.8,65.0,28.0,Lake Trout,2.0,0.6666666666666666
2012-05-28,2012-05-28 07:30:00,2012-05-28 13:00:00,2012-05-28 12:15:00,2012.0,5.0,5.5,morning,spring,Lower Harbor Lighthouse,65.0,Overcast,7.0,South,2.7,67.5,29.5,Steelhead,3.0,0.7272727272727273
2012-06-01,2012-06-01 08:00:00,2012-06-01 12:00:00,2012-06-01 11:00:00,2012.0,6.0,4.0,morning,summer,Lower Harbor Lighthouse,64.0,Partly Cloudy,3.0,SouthWest,2.6,67.5,23.25,Lake Trout,2.0,1.75
2012-06-09,2012-06-09 17:30:00,2012-06-09 21:30:00,2012-06-09 19:00:00,2012.0,6.0,4.4375,evening,summer,Lower Harbor Lighthouse,65.0,Clear,3.25,West,2.7,68.125,21.875,Lake Trout,3.875,2.439583333333333
2012-06-16,2012-06-16 07:00:00,2012-06-16 11:30:00,2012-06-16 09:30:00,2012.0,6.0,4.5,morning,summer,Lower Harbor Lighthouse,59.0,Partly Cloudy,3.0,South,2.6,66.0,21.6,Lake Trout,4.0,1.5555555555555556
2012-06-26,2012-06-26 18:30:00,2012-06-26 22:00:00,2012-06-26 20:00:00,2012.0,6.0,3.5,evening,summer,Lower Harbor Lighthouse,68.0,Partly Cloudy,3.0,SouthEast,2.7,69.375,22.625,Lake Trout,2.0,3.142857142857143
2012-06-30,2012-06-30 17:00:00,2012-06-30 21:30:00,2012-06-30 20:00:00,2012.0,6.0,4.5,evening,summer,Sand Hole,69.0,Clear,1.0,NorthWest,2.2,179.0,22.6,Lake Trout,4.0,1.777777777777778
2012-07-01,2012-07-01 06:30:00,2012-07-01 11:30:00,2012-07-01 09:30:00,2012.0,7.0,5.0,morning,summer,Shot Point,69.0,Partly Cloudy,1.0,SouthWest,2.1,176.78571428571428,21.785714285714285,Lake Trout,4.0,2.8
2012-07-08,2012-07-08 07:00:00,2012-07-08 11:30:00,2012-07-08 09:30:00,2012.0,7.0,4.5,morning,summer,Shot Point,69.0,Partly Cloudy,1.0,SouthEast,2.1,178.57142857142858,21.571428571428573,Lake Trout,4.0,1.5555555555555556
2012-07-13,2012-07-13 16:30:00,2012-07-13 21:00:00,2012-07-13 18:00:00,2012.0,7.0,4.5,evening,summer,Lower Harbor Lighthouse,75.0,Clear,7.0,SouthWest,2.6,65.0,21.0,Lake Trout,3.0,0.6666666666666666
2012-07-14,2012-07-14 09:00:00,2012-07-14 13:30:00,2012-07-14 10:00:00,2012.0,7.0,3.5,morning,summer,Shot Point,70.0,Partly Cloudy,1.8,SouthEast,2.3,134.0,21.9,Lake Trout,3.0,2.8
2012-07-22,2012-07-22 07:00:00,2012-07-22 12:30:00,2012-07-22 10:00:00,2012.0,7.0,5.5,morning,summer,Shot Point,69.0,Partly Cloudy,1.0,South,2.1,178.125,21.25,Lake Trout,3.0,1.8181818181818181
2012-07-29,2012-07-29 07:00:00,2012-07-29 12:00:00,2012-07-29 08:30:00,2012.0,7.0,5.0,morning,summer,Lower Harbor Lighthouse,69.0,Clear,13.0,SouthWest,2.6,75.0,22.666666666666668,Lake Trout,2.0,1.0
2012-08-14,2012-08-14 16:30:00,2012-08-14 20:30:00,2012-08-14 19:00:00,2012.0,8.0,4.0,evening,summer,Lower Harbor Lighthouse,72.0,Partly Cloudy,3.0,SouthWest,2.6,70.0,21.666666666666668,Lake Trout,3.0,1.75
2012-08-19,2012-08-19 07:30:00,2012-08-19 12:30:00,2012-08-19 08:45:00,2012.0,8.0,5.0,morning,summer,Lower Harbor Lighthouse,66.0,Overcast,3.0,SouthWest,2.6,70.0,21.0,Coho,2.0,0.8
2012-08-21,2012-08-21 18:30:00,2012-08-21 21:30:00,2012-08-21 20:15:00,2012.0,8.0,3.0,evening,summer,Lower Harbor Lighthouse,71.0,Partly Cloudy,1.0,East,2.4,80.0,21.5,Coho,2.0,1.6666666666666667
2012-08-23,2012-08-23 16:30:00,2012-08-23 21:30:00,2012-08-23 19:00:00,2012.0,8.0,5.0,evening,summer,Lower Harbor Lighthouse,76.0,Clear,7.0,SouthWest,2.4,73.0,20.6,Coho,4.0,1.4
2012-08-26,2012-08-26 09:45:00,2012-08-26 11:45:00,2012-08-26 11:00:00,2012.0,8.0,2.0,morning,summer,Lower Harbor Lighthouse,69.0,Partly Cloudy,11.0,SouthWest,2.4,72.5,20.5,Coho,1.0,1.5
2012-08-28,2012-08-28 18:30:00,2012-08-28 22:00:00,2012-08-28 20:45:00,2012.0,8.0,3.5,evening,summer,Lower Harbor Lighthouse,75.0,Clear,3.0,NorthEast,2.6,75.0,20.0,Coho,2.0,0.5714285714285714
2012-09-02,2012-09-02 07:30:00,2012-09-02 12:00:00,2012-09-02 09:30:00,2012.0,9.0,4.5,morning,fall,Shot Point,67.0,Clear,5.0,SouthEast,2.1,161.11111111111111,22.22222222222222,Lake Trout,3.0,2.6666666666666665
2012-09-04,2012-09-04 08:00:00,2012-09-04 10:00:00,2012-09-04 09:00:00,2012.0,9.0,2.0,morning,fall,Lower Harbor Lighthouse,66.0,Overcast,3.0,SouthEast,2.6,74.0,21.8,Lake Trout,1.0,3.0
2012-09-15,2012-09-15 06:00:00,2012-09-15 15:00:00,2012-09-15 13:00:00,2012.0,9.0,9.0,afternoon,fall,Shot Point,65.92592592592592,Partly Cloudy,5.0,SouthEast,2.2,163.14814814814815,23.296296296296298,Lake Trout,4.0,3.4444444444444446
2012-09-28,2012-09-28 15:30:00,2012-09-28 17:30:00,2012-09-28 18:00:00,2012.0,9.0,2.0,evening,fall,Chocolay,67.0,Clear,5.0,South,2.7999999999999994,68.33333333333333,19.0,Coho,3.0,4.0
2012-09-29,2012-09-29 07:30:00,2012-09-29 11:30:00,2012-09-29 10:15:00,2012.0,9.0,4.0,morning,fall,Lower Harbor Lighthouse,65.0,Partly Cloudy,9.0,North,2.7,67.5,16.0,Coho,4.0,0.5
2012-10-03,2012-10-03 18:00:00,2012-10-03 20:00:00,2012-10-03 18:30:00,2012.0,10.0,2.0,evening,fall,Lower Harbor Lighthouse,65.0,Partly Cloudy,5.0,SouthEast,2.7,65.0,17.0,Coho,1.0,0.5
2012-10-13,2012-10-13 16:00:00,2012-10-13 19:00:00,2012-10-13 18:30:00,2012.0,10.0,3.0,evening,fall,Lower Harbor Lighthouse,65.0,Partly Cloudy,3.0,West,2.7,67.5,23.25,Lake Trout,1.0,3.0
2012-10-21,2012-10-21 08:30:00,2012-10-21 14:30:00,2012-10-21 12:00:00,2012.0,10.0,6.0,morning,fall,Lower Harbor Lighthouse,64.0,Partly Cloudy,3.0,West,2.7,68.75,24.75,Steelhead,2.0,0.8333333333333334
2012-11-17,2012-11-17 08:30:00,2012-11-17 12:00:00,2012-11-17 10:15:00,2012.0,11.0,3.5,morning,fall,Lower Harbor Breakwall,60.0,Partly Cloudy,3.0,SouthWest,2.7000000000000006,61.666666666666664,24.0,Lake Trout,1.0,0.8571428571428571
2013-07-08,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013.0,7.0,6.0,evening,summer,Chocolay,75.0,Partly Cloudy,7.5,South,2.7,60.0,16.0,Coho,5.0,1.6666666666666667
2013-07-09,2013-07-09 10:00:00,2013-07-09 13:00:00,2013-07-09 11:30:00,2013.0,7.0,3.0,morning,summer,Chocolay,65.0,Clear,12.5,South,2.7,60.0,20.0,Lake Trout,2.0,1.0
2013-07-11,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013.0,7.0,6.0,morning,summer,Shot Point,65.0,Clear,2.5,South,2.0777777777777775,125.55555555555556,21.0,Lake Trout,2.0,1.5
2013-07-14,2013-07-14 06:00:00,2013-07-14 10:00:00,2013-07-14 08:00:00,2013.0,7.0,4.0,morning,summer,Lower Harbor,65.0,Clear,2.5,West,2.7,60.0,23.0,Lake Trout,2.0,0.75
2013-07-15,2013-07-15 19:00:00,2013-07-15 22:00:00,2013-07-15 20:30:00,2013.0,7.0,3.0,evening,summer,Lower Harbor,65.0,Overcast,2.5,South,2.7,60.0,29.0,Chinook,2.0,0.6666666666666666
2013-07-16,2013-07-16 19:00:00,2013-07-16 21:00:00,2013-07-16 20:00:00,2013.0,7.0,2.0,evening,summer,Lower Harbor,65.0,Clear,2.5,South,2.7,60.0,25.0,Lake Trout,1.0,1.0
2013-07-17,2013-07-17 17:00:00,2013-07-17 22:00:00,2013-07-17 19:30:00,2013.0,7.0,5.0,evening,summer,Lower Harbor,65.0,Clear,2.5,South,2.5,60.0,20.5,Lake Trout,2.0,1.2
2013-07-21,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013.0,7.0,5.0,morning,summer,Shot Point,65.0,Partly Cloudy,2.5,South,1.9,180.0,24.272727272727273,Lake Trout,2.0,2.6
2013-07-24,2013-07-24 12:00:00,2013-07-24 17:00:00,2013-07-24 14:30:00,2013.0,7.0,5.0,afternoon,summer,Chocolay,65.0,Partly Cloudy,2.5,South,2.7,60.0,22.6,Lake Trout,2.0,1.4
2013-07-26,2013-07-26 10:00:00,2013-07-26 13:00:00,2013-07-26 11:30:00,2013.0,7.0,3.0,morning,summer,Lower Harbor,65.0,Rain,2.5,South,2.7,50.0,21.0,Lake Trout,1.0,2.3333333333333335
2013-07-27,2013-07-27 15:00:00,2013-07-27 17:00:00,2013-07-27 16:00:00,2013.0,7.0,2.0,morning,summer,Lower Harbor,65.0,Partly Cloudy,5.0,South,2.7,50.0,24.0,Lake Trout,1.0,0.5
2013-08-04,2013-08-04 17:00:00,2013-08-04 22:00:00,2013-08-04 19:30:00,2013.0,8.0,5.0,evening,summer,Lower Harbor,65.0,Partly Cloudy,2.5,West,2.5,110.0,23.0,Lake Trout,2.0,1.2
2013-08-16,2013-08-16 07:00:00,2013-08-16 13:00:00,2013-08-16 10:00:00,2013.0,8.0,6.0,morning,summer,Shot Point,65.0,Partly Cloudy,2.5,South,1.9,180.0,23.181818181818183,Lake Trout,2.0,2.0
2013-08-26,2013-08-26 18:00:00,2013-08-26 22:00:00,2013-08-26 20:00:00,2013.0,8.0,4.0,evening,summer,Chocolay,75.0,Partly Cloudy,2.5,South,2.5,60.0,22.666666666666668,Lake Trout,3.0,2.0
2013-08-28,2013-08-28 17:00:00,2013-08-28 22:00:00,2013-08-28 19:30:00,2013.0,8.0,5.0,evening,summer,Chocolay,65.0,Fog,2.5,South,2.7000000000000006,60.0,22.0,Lake Trout,3.0,2.4
2013-08-29,2013-08-29 18:00:00,2013-08-29 22:00:00,2013-08-29 20:00:00,2013.0,8.0,4.0,evening,summer,Lower Harbor,65.0,Rain,2.5,West,2.7000000000000006,60.0,25.666666666666668,Coho,2.0,0.75
2013-08-31,2013-08-31 09:00:00,2013-08-31 19:00:00,2013-08-31 14:00:00,2013.0,8.0,10.0,afternoon,summer,Shot Point,65.0,Clear,2.5,West,1.8999999999999997,180.0,22.555555555555557,Lake Trout,2.0,1.0
2013-09-10,2013-09-10 18:00:00,2013-09-10 21:00:00,2013-09-10 19:30:00,2013.0,9.0,3.0,evening,fall,Chocolay,65.0,Partly Cloudy,2.5,South,2.7,60.0,21.0,Coho,1.0,0.3333333333333333
2013-09-15,2013-09-15 09:00:00,2013-09-15 10:00:00,2013-09-15 09:30:00,2013.0,9.0,1.0,morning,fall,Lower Harbor,65.0,Rain,12.5,South,2.7,70.0,25.0,Lake Trout,1.0,1.0
2013-09-20,2013-09-20 08:00:00,2013-09-20 11:00:00,2013-09-20 09:30:00,2013.0,9.0,3.0,morning,fall,Lower Harbor,65.0,Partly Cloudy,7.5,South,2.7,70.0,23.5,Coho,1.0,1.6666666666666667
2013-09-22,2013-09-22 18:00:00,2013-09-22 21:00:00,2013-09-22 19:30:00,2013.0,9.0,3.0,evening,fall,Lower Harbor,65.0,Partly Cloudy,7.5,West,2.7,50.0,23.0,Coho,1.0,1.6666666666666667
2013-09-24,2013-09-24 17:00:00,2013-09-24 21:00:00,2013-09-24 19:00:00,2013.0,9.0,4.0,evening,fall,Chocolay,65.0,Clear,2.5,East,2.7000000000000006,60.0,22.0,Coho,2.0,3.0
2013-09-25,2013-09-25 17:00:00,2013-09-25 22:00:00,2013-09-25 19:30:00,2013.0,9.0,4.5625,evening,fall,Golden Triangle,65.0,Clear,2.5,East,2.7,60.0,22.5,Coho,3.0,2.109375
2013-09-26,2013-09-26 17:00:00,2013-09-26 22:00:00,2013-09-26 19:30:00,2013.0,9.0,5.0,evening,fall,Golden Triangle,65.0,Clear,7.5,East,2.5,60.0,21.666666666666668,Coho,2.0,1.3999999999999997
2013-09-29,2013-09-29 11:00:00,2013-09-29 15:00:00,2013-09-29 13:00:00,2013.0,9.0,3.1538461538461537,afternoon,fall,Lower Harbor,65.0,Clear,4.615384615384615,South,2.7,60.0,21.0,Coho,2.423076923076923,4.221153846153846
2013-10-01,2013-10-01 17:00:00,2013-10-01 20:00:00,2013-10-01 18:30:00,2013.0,10.0,3.0,evening,fall,Lower Harbor,75.0,Clear,12.5,West,2.7,60.0,21.5,Coho,2.0,3.0
2013-10-02,2013-10-02 15:00:00,2013-10-02 18:00:00,2013-10-02 16:30:00,2013.0,10.0,3.0,afternoon,fall,Lower Harbor,75.0,Clear,2.5,West,2.7,60.0,22.2,Coho,2.0,3.3333333333333335
2013-10-06,2013-10-06 15:00:00,2013-10-06 17:00:00,2013-10-06 16:00:00,2013.0,10.0,2.3333333333333335,afternoon,fall,Chocolay,65.0,Overcast,7.5,South,2.7,60.0,22.733333333333334,Lake Trout,1.6666666666666667,4.888888888888888
