date,start_time,end_time,time,year,month,hours_fishing,time_period,season,location,air_temp,weather,wind_level,wind_dir,trolling_speed,water_depth,fish_length,fish_type,crew_count,hook_rate
2013-10-09,2013-10-09 18:00:00,2013-10-09 20:00:00,2013-10-09 19:00:00,2013.0,10.0,2.0,evening,fall,Lower Harbor,65.0,Clear,12.5,South,2.7,60.0,23.0,Lake Trout,1.0,3.0
2013-10-10,2013-10-10 09:00:00,2013-10-10 11:00:00,2013-10-10 10:00:00,2013.0,10.0,2.0,morning,fall,Chocolay,65.0,Clear,7.5,South,2.7000000000000006,60.0,23.0,Lake Trout,1.0,2.0
2013-10-13,2013-10-13 07:00:00,2013-10-13 13:00:00,2013-10-13 10:00:00,2013.0,10.0,6.0,morning,fall,Lower Harbor,65.0,Overcast,7.5,North,2.7,60.0,22.09090909090909,Coho,3.0,2.3333333333333335
2013-10-14,2013-10-14 08:00:00,2013-10-14 13:00:00,2013-10-14 10:30:00,2013.0,10.0,5.0,morning,fall,Lower Harbor,65.0,Clear,2.5,West,2.7,60.0,21.727272727272727,Coho,2.0,2.8
2013-10-17,2013-10-17 08:00:00,2013-10-17 13:00:00,2013-10-17 10:30:00,2013.0,10.0,5.0,morning,fall,Lower Harbor,65.0,Clear,2.5,South,2.7,60.0,21.75,Coho,3.0,1.8
2013-10-19,2013-10-19 08:00:00,2013-10-19 13:00:00,2013-10-19 10:30:00,2013.0,10.0,5.0,morning,fall,Lower Harbor,65.0,Partly Cloudy,2.5,West,2.7000000000000006,60.0,22.333333333333332,Lake Trout,2.0,1.6000000000000003
2013-10-20,2013-10-20 08:00:00,2013-10-20 14:00:00,2013-10-20 11:00:00,2013.0,10.0,6.0,morning,fall,Lower Harbor,65.0,Partly Cloudy,2.5,West,2.7000000000000006,60.0,23.0,Lake Trout,2.0,1.3333333333333333
2014-06-07,2014-06-07 08:00:00,2014-06-07 11:00:00,2014-06-07 09:30:00,2014.0,6.0,3.0,morning,summer,Lower Harbor,65.0,Overcast,5.833333333333333,North,2.7000000000000006,50.0,21.0,Chinook,1.0,1.0
2014-06-10,2014-06-10 18:00:00,2014-06-10 21:00:00,2014-06-10 19:30:00,2014.0,6.0,3.0,evening,summer,Lower Harbor,65.0,Partly Cloudy,2.5,South,2.5,50.0,23.0,Other,2.0,0.3333333333333333
2014-06-21,2014-06-21 19:00:00,2014-06-21 23:00:00,2014-06-21 21:00:00,2014.0,6.0,4.0,night,summer,Lower Harbor,55.0,Overcast,2.5,South,2.7,50.0,21.0,Lake Trout,1.0,0.25
2014-06-23,2014-06-23 19:00:00,2014-06-23 22:00:00,2014-06-23 20:30:00,2014.0,6.0,3.5,evening,summer,Chocolay,55.0,Clear,7.5,East,2.5,50.0,21.5,Lake Trout,2.5,0.75
2014-06-26,2014-06-26 07:00:00,2014-06-26 12:00:00,2014-06-26 09:30:00,2014.0,6.0,4.75,morning,summer,Sand Hole,62.5,Clear,2.5,East,2.3,110.0,19.0,Lake Trout,2.25,0.6625000000000001
2014-07-04,2014-07-04 09:00:00,2014-07-04 12:00:00,2014-07-04 10:30:00,2014.0,7.0,3.0,morning,summer,Sand Hole,65.0,Clear,2.5,West,1.9,200.0,19.0,Steelhead,1.0,1.0
2014-07-10,2014-07-10 08:00:00,2014-07-10 12:00:00,2014-07-10 10:00:00,2014.0,7.0,4.0,morning,summer,Shot Point,65.0,Clear,2.5,South,2.3,113.33333333333333,21.88888888888889,Lake Trout,3.0,2.75
2014-07-17,2014-07-17 15:00:00,2014-07-17 21:00:00,2014-07-17 18:00:00,2014.0,7.0,6.0,evening,summer,Chocolay,75.0,Partly Cloudy,2.5,East,2.5,60.0,23.75,Lake Trout,2.0,1.8333333333333333
2014-07-19,2014-07-19 08:00:00,2014-07-19 11:00:00,2014-07-19 09:30:00,2014.0,7.0,3.0,morning,summer,Chocolay,65.0,Partly Cloudy,12.5,South,2.5,61.0,23.4,Lake Trout,2.0,5.0
2014-07-20,2014-07-20 07:00:00,2014-07-20 10:00:00,2014-07-20 08:30:00,2014.0,7.0,3.0,morning,summer,Chocolay,65.0,Partly Cloudy,12.5,South,2.5,61.0,23.6,Lake Trout,2.0,4.666666666666667
2014-07-21,2014-07-21 18:00:00,2014-07-21 22:00:00,2014-07-21 20:00:00,2014.0,7.0,4.0,evening,summer,Chocolay,85.0,Clear,12.5,South,2.5,70.0,24.6,Lake Trout,2.0,2.0
2014-07-24,2014-07-24 07:00:00,2014-07-24 10:00:00,2014-07-24 08:30:00,2014.0,7.0,3.0,morning,summer,Chocolay,65.0,Clear,2.5,North,2.5,60.0,23.0,Lake Trout,2.0,1.6666666666666667
2014-07-25,2014-07-25 18:00:00,2014-07-25 23:00:00,2014-07-25 20:30:00,2014.0,7.0,5.0,evening,summer,Chocolay,75.0,Clear,2.5,North,2.35,73.75,22.75,Lake Trout,3.0,2.4
2014-07-26,2014-07-26 09:00:00,2014-07-26 12:00:00,2014-07-26 10:30:00,2014.0,7.0,3.0,morning,summer,Chocolay,65.0,Overcast,2.5,South,2.5,60.0,23.75,Lake Trout,2.0,3.3333333333333335
2014-08-01,2014-08-01 18:00:00,2014-08-01 22:00:00,2014-08-01 20:00:00,2014.0,8.0,4.0,evening,summer,Lower Harbor,65.0,Partly Cloudy,2.5,East,2.3,70.0,21.0,Lake Trout,2.0,0.75
2014-08-02,2014-08-02 08:00:00,2014-08-02 12:00:00,2014-08-02 10:00:00,2014.0,8.0,4.0,morning,summer,Shot Point,65.0,Clear,2.5,East,1.8999999999999997,170.0,21.666666666666668,Lake Trout,2.0,2.75
2014-08-09,2014-08-09 07:00:00,2014-08-09 11:00:00,2014-08-09 09:00:00,2014.0,8.0,4.0,morning,summer,Chocolay,75.0,Clear,2.5,South,2.5,70.0,26.0,Lake Trout,1.0,0.75
2014-08-10,2014-08-10 07:00:00,2014-08-10 11:00:00,2014-08-10 09:00:00,2014.0,8.0,4.0,morning,summer,Chocolay,75.0,Overcast,2.5,South,2.5,60.0,23.0,Lake Trout,1.0,0.5
2014-08-20,2014-08-20 17:00:00,2014-08-20 20:00:00,2014-08-20 18:30:00,2014.0,8.0,3.0,evening,summer,Chocolay,65.0,Overcast,7.5,North,2.5,60.0,23.0,Lake Trout,1.0,1.3333333333333333
2014-08-22,2014-08-22 16:00:00,2014-08-22 21:00:00,2014-08-22 18:30:00,2014.0,8.0,5.0,evening,summer,Chocolay,75.0,Overcast,2.5,North,2.5,60.0,21.0,Lake Trout,2.0,0.6
2014-08-23,2014-08-23 10:00:00,2014-08-23 15:00:00,2014-08-23 12:30:00,2014.0,8.0,5.0,afternoon,summer,Chocolay,75.0,Overcast,2.5,North,2.5,60.0,22.333333333333332,Lake Trout,1.0,1.0
2014-08-31,2014-08-31 08:00:00,2014-08-31 15:00:00,2014-08-31 11:30:00,2014.0,8.0,7.0,morning,summer,Chocolay,65.0,Overcast,2.5,East,2.5,56.666666666666664,23.0,Lake Trout,2.0,0.7142857142857143
2014-09-09,2014-09-09 19:00:00,2014-09-09 21:00:00,2014-09-09 20:00:00,2014.0,9.0,2.0,evening,fall,Lower Harbor,75.0,Partly Cloudy,7.5,South,2.5,70.0,23.0,Lake Trout,1.0,1.0
2014-09-20,2014-09-20 09:00:00,2014-09-20 12:00:00,2014-09-20 10:30:00,2014.0,9.0,3.0,morning,fall,Chocolay,65.0,Partly Cloudy,12.5,South,2.5,50.0,23.0,Lake Trout,2.0,0.6666666666666666
2014-09-25,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014.0,9.0,4.0,evening,fall,Chocolay,75.0,Overcast,2.5,South,2.5,60.0,20.714285714285715,Lake Trout,2.0,2.25
2014-09-26,2014-09-26 16:00:00,2014-09-26 20:00:00,2014-09-26 18:00:00,2014.0,9.0,4.0,evening,fall,Chocolay,75.0,Clear,2.5,South,2.5,60.0,23.0,Lake Trout,3.0,1.0
2014-09-28,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014.0,9.0,6.909090909090909,afternoon,fall,Shot Point,75.0,Clear,9.772727272727273,South,2.209090909090909,123.18181818181819,23.0,Lake Trout,2.6363636363636362,2.1818181818181817
2014-10-02,2014-10-02 08:00:00,2014-10-02 12:00:00,2014-10-02 10:00:00,2014.0,10.0,4.0,morning,fall,Upper Harbor,65.0,Overcast,2.5,South,2.5,70.0,23.5,Lake Trout,1.75,1.0625
2014-10-11,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014.0,10.0,5.0,afternoon,fall,Chocolay,55.0,Partly Cloudy,7.5,South,2.5,57.142857142857146,24.428571428571427,Lake Trout,2.0,2.0
2014-10-24,2014-10-24 09:00:00,2014-10-24 12:00:00,2014-10-24 10:30:00,2014.0,10.0,3.0,morning,fall,Lower Harbor,59.285714285714285,Overcast,9.642857142857142,South,2.5,60.0,24.428571428571427,Lake Trout,1.0,1.7142857142857142
2014-10-30,2014-10-30 09:00:00,2014-10-30 13:00:00,2014-10-30 11:00:00,2014.0,10.0,4.0,morning,fall,Picnic Rocks,45.0,Clear,7.5,South,2.7,60.0,23.0,Lake Trout,1.0,1.25
2014-11-01,2014-11-01 14:00:00,2014-11-01 18:00:00,2014-11-01 16:00:00,2014.0,11.0,4.0,afternoon,fall,White Rocks,35.0,Clear,7.5,South,2.5,74.0,23.8,Lake Trout,2.0,2.0
2014-11-03,2014-11-03 09:00:00,2014-11-03 12:00:00,2014-11-03 10:30:00,2014.0,11.0,3.0,morning,fall,Lower Harbor,35.0,Overcast,7.5,South,2.5,65.0,24.0,Lake Trout,1.0,0.6666666666666666
2015-04-15,2015-04-15 07:00:00,2015-04-15 09:00:00,2015-04-15 08:00:00,2015.0,4.0,2.0,morning,spring,Lower Harbor,65.0,Clear,12.5,South,2.5,50.0,25.0,Chinook,1.0,0.5
2015-04-16,2015-04-16 18:00:00,2015-04-16 21:00:00,2015-04-16 19:30:00,2015.0,4.0,3.0,evening,spring,Lower Harbor,65.0,Clear,2.5,South,2.7,50.0,23.0,Chinook,1.0,0.3333333333333333
2015-04-28,2015-04-28 17:00:00,2015-04-28 20:00:00,2015-04-28 18:30:00,2015.0,4.0,3.0,evening,spring,Lower Harbor,65.0,Partly Cloudy,2.5,South,2.5,70.0,23.0,Chinook,1.0,0.3333333333333333
2015-05-02,2015-05-02 07:00:00,2015-05-02 10:00:00,2015-05-02 08:30:00,2015.0,5.0,3.0,morning,spring,Lower Harbor,55.0,Overcast,2.5,South,2.1,60.0,23.0,Lake Trout,1.0,0.3333333333333333
2015-05-20,2015-05-20 19:00:00,2015-05-20 21:00:00,2015-05-20 20:00:00,2015.0,5.0,2.0,evening,spring,Lower Harbor,65.0,Overcast,2.5,East,2.5,70.0,21.0,Lake Trout,1.0,1.0
2015-05-24,2015-05-24 09:00:00,2015-05-24 14:00:00,2015-05-24 11:30:00,2015.0,5.0,5.0,morning,spring,Chocolay,65.0,Overcast,2.5,South,2.3,60.0,24.333333333333332,Lake Trout,2.0,0.8000000000000002
2015-05-27,2015-05-27 18:00:00,2015-05-27 21:00:00,2015-05-27 19:30:00,2015.0,5.0,3.0,evening,spring,Chocolay,65.0,Overcast,2.5,East,2.5,70.0,26.0,Lake Trout,1.75,1.3333333333333333
2015-06-06,2015-06-06 06:00:00,2015-06-06 14:00:00,2015-06-06 10:00:00,2015.0,6.0,8.0,morning,summer,Shot Point,55.0,Clear,3.75,East,2.05,152.5,22.0,Lake Trout,2.0,0.625
2015-06-08,2015-06-08 18:00:00,2015-06-08 20:00:00,2015-06-08 19:00:00,2015.0,6.0,2.0,evening,summer,Lower Harbor,65.0,Clear,2.5,South,2.5,70.0,23.0,Lake Trout,1.0,0.5
2015-06-09,2015-06-09 07:00:00,2015-06-09 14:00:00,2015-06-09 10:30:00,2015.0,6.0,7.0,morning,summer,Sand Hole,65.0,Clear,2.5,South,1.9,180.0,23.0,Lake Trout,3.0,1.5714285714285714
2015-06-14,2015-06-14 17:00:00,2015-06-14 21:00:00,2015-06-14 19:00:00,2015.0,6.0,4.0,evening,summer,Chocolay,65.0,Fog,2.5,East,2.5,60.0,21.5,Lake Trout,2.0,1.0
2015-06-17,2015-06-17 16:00:00,2015-06-17 20:00:00,2015-06-17 18:00:00,2015.0,6.0,4.0,evening,summer,Carp,55.0,Rain,2.5,East,2.5,60.0,20.0,Lake Trout,2.0,0.75
2015-06-27,2015-06-27 05:00:00,2015-06-27 11:00:00,2015-06-27 08:00:00,2015.0,6.0,6.0,morning,summer,AuTrain,55.0,Clear,2.5,East,2.5,30.0,25.0,Lake Trout,2.0,1.0
2015-07-02,2015-07-02 10:00:00,2015-07-02 14:00:00,2015-07-02 12:00:00,2015.0,7.0,4.0,afternoon,summer,White Rocks,65.0,Overcast,2.5,South,2.1,140.0,23.0,Lake Trout,3.0,0.75
2015-07-09,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015.0,7.0,4.0,evening,summer,Chocolay,75.0,Overcast,2.5,South,2.5,90.0,22.333333333333332,Lake Trout,2.0,2.25
2015-07-10,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015.0,7.0,3.0,evening,summer,Chocolay,75.0,Partly Cloudy,2.5,East,2.5,70.0,22.428571428571427,Lake Trout,4.0,2.3333333333333335
2015-07-12,2015-07-12 07:00:00,2015-07-12 15:00:00,2015-07-12 11:00:00,2015.0,7.0,8.0,morning,summer,Sand Hole,75.0,Clear,2.5,East,2.0,152.5,21.5,Lake Trout,3.0,0.625
2015-07-17,2015-07-17 17:00:00,2015-07-17 21:00:00,2015-07-17 19:00:00,2015.0,7.0,4.0,evening,summer,White Rocks,75.0,Partly Cloudy,2.5,South,1.9,160.0,19.5,Lake Trout,3.0,1.25
2015-07-18,2015-07-18 08:00:00,2015-07-18 12:00:00,2015-07-18 10:00:00,2015.0,7.0,4.0,morning,summer,Chocolay,65.0,Overcast,2.5,South,2.5,70.0,25.0,Lake Trout,1.0,1.0
2015-08-05,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015.0,8.0,4.0,evening,summer,White Rocks,65.0,Clear,2.5,East,1.9,141.42857142857142,22.142857142857142,Lake Trout,5.0,2.5
2015-08-09,2015-08-09 08:00:00,2015-08-09 11:00:00,2015-08-09 09:30:00,2015.0,8.0,3.0,morning,summer,Lower Harbor,75.0,Partly Cloudy,2.5,South,2.3,80.0,19.0,Lake Trout,2.0,1.6666666666666667
2015-08-10,2015-08-10 19:00:00,2015-08-10 21:00:00,2015-08-10 20:00:00,2015.0,8.0,2.0,evening,summer,Lower Harbor,75.0,Rain,2.5,South,2.3,80.0,23.0,Lake Trout,1.0,1.0
2015-08-12,2015-08-12 18:00:00,2015-08-12 21:00:00,2015-08-12 19:30:00,2015.0,8.0,3.0,evening,summer,Lower Harbor,75.0,Partly Cloudy,2.5,East,2.3,120.0,22.0,Lake Trout,2.0,0.6666666666666666
2015-08-15,2015-08-15 07:00:00,2015-08-15 11:00:00,2015-08-15 09:00:00,2015.0,8.0,4.0,morning,summer,Lower Harbor,75.0,Clear,2.5,South,2.5,80.0,21.666666666666668,Lake Trout,1.0,0.75
2015-09-12,2015-09-12 08:00:00,2015-09-12 12:00:00,2015-09-12 10:00:00,2015.0,9.0,4.0,morning,fall,Sand Hole,75.0,Clear,2.5,South,1.9,170.0,21.0,Lake Trout,3.0,0.5
2015-09-26,2015-09-26 08:00:00,2015-09-26 10:00:00,2015-09-26 09:00:00,2015.0,9.0,2.0,morning,fall,Chocolay,65.0,Clear,7.5,South,2.3,80.0,21.0,Lake Trout,1.0,1.0
2015-09-28,2015-09-28 18:00:00,2015-09-28 21:00:00,2015-09-28 19:30:00,2015.0,9.0,3.0,evening,fall,Lower Harbor,65.0,Overcast,2.5,South,2.5,80.0,23.0,Lake Trout,1.0,2.0
2015-10-04,2015-10-04 09:00:00,2015-10-04 12:00:00,2015-10-04 10:30:00,2015.0,10.0,3.0,morning,fall,Lower Harbor,65.0,Overcast,2.5,South,2.5,67.5,21.0,Lake Trout,1.0,1.6666666666666667
2015-10-05,2015-10-05 08:00:00,2015-10-05 12:00:00,2015-10-05 10:00:00,2015.0,10.0,4.0,morning,fall,Chocolay,65.0,Overcast,2.5,South,2.5,50.0,25.0,Lake Trout,2.0,1.75
2015-10-06,2015-10-06 17:00:00,2015-10-06 20:00:00,2015-10-06 18:30:00,2015.0,10.0,3.0,evening,fall,Chocolay,65.0,Partly Cloudy,2.5,East,2.5,60.0,24.2,Lake Trout,2.0,1.6666666666666667
2015-10-11,2015-10-11 09:00:00,2015-10-11 14:00:00,2015-10-11 11:30:00,2015.0,10.0,5.0,morning,fall,Chocolay,75.0,Clear,12.5,South,2.5,70.0,25.0,Lake Trout,2.0,0.8000000000000002
2015-10-25,2015-10-25 09:00:00,2015-10-25 11:00:00,2015-10-25 10:00:00,2015.0,10.0,2.0,morning,fall,Lower Harbor,45.0,Overcast,10.833333333333334,North,2.7000000000000006,50.0,25.0,Lake Trout,1.0,0.8333333333333334
2015-10-26,2015-10-26 16:00:00,2015-10-26 19:00:00,2015-10-26 17:30:00,2015.0,10.0,2.8,afternoon,fall,Lower Harbor,45.0,Overcast,7.5,South,2.54,64.0,24.2,Lake Trout,1.0,2.2333333333333334
2015-10-30,2015-10-30 16:00:00,2015-10-30 18:00:00,2015-10-30 17:00:00,2015.0,10.0,2.0,afternoon,fall,Lower Harbor,45.0,Overcast,12.5,South,2.7000000000000006,60.0,23.666666666666668,Lake Trout,1.0,2.5
2015-11-01,2015-11-01 15:00:00,2015-11-01 18:00:00,2015-11-01 16:30:00,2015.0,11.0,3.0,afternoon,fall,Lower Harbor,45.0,Overcast,7.5,West,2.5,60.0,22.333333333333332,Lake Trout,1.0,1.3333333333333333
2015-11-02,2015-11-02 12:00:00,2015-11-02 16:00:00,2015-11-02 14:00:00,2015.0,11.0,4.0,afternoon,fall,Lower Harbor,65.0,Overcast,2.5,South,2.5,60.0,23.333333333333332,Lake Trout,1.0,2.0
2015-11-03,2015-11-03 08:00:00,2015-11-03 10:00:00,2015-11-03 09:00:00,2015.0,11.0,2.0,morning,fall,Lower Harbor,65.0,Overcast,2.5,South,2.5,70.0,23.0,Lake Trout,1.0,1.0
2015-11-11,2015-11-11 14:00:00,2015-11-11 17:00:00,2015-11-11 15:30:00,2015.0,11.0,3.0,afternoon,fall,Lower Harbor,55.0,Partly Cloudy,7.5,South,2.5,61.81818181818182,25.0,Lake Trout,2.0,5.0
2015-11-15,2015-11-15 09:00:00,2015-11-15 12:00:00,2015-11-15 10:30:00,2015.0,11.0,2.7142857142857144,morning,fall,Lower Harbor,55.0,Clear,3.2142857142857144,South,2.5,50.0,23.0,Lake Trout,1.0,4.285714285714286
2015-12-02,2015-12-02 13:00:00,2015-12-02 16:00:00,2015-12-02 14:30:00,2015.0,12.0,3.0,afternoon,winter,Lower Harbor,45.0,Clear,2.5,North,2.3,54.44444444444444,23.0,Lake Trout,2.0,3.3333333333333335
2015-12-04,2015-12-04 13:00:00,2015-12-04 16:00:00,2015-12-04 14:30:00,2015.0,12.0,3.0,afternoon,winter,Lower Harbor,45.0,Clear,7.5,South,2.5,50.0,21.0,Lake Trout,2.0,2.6666666666666665
2015-12-06,2015-12-06 09:00:00,2015-12-06 11:00:00,2015-12-06 10:00:00,2015.0,12.0,2.0,morning,winter,Lower Harbor,45.0,Overcast,9.642857142857142,West,2.5,50.0,23.285714285714285,Lake Trout,1.0,2.9285714285714284
2015-12-09,2015-12-09 09:00:00,2015-12-09 12:00:00,2015-12-09 10:30:00,2015.0,12.0,3.0,morning,winter,Lower Harbor,45.0,Overcast,2.5,West,2.3,50.0,23.0,Lake Trout,1.0,1.6666666666666667
2015-12-25,2015-12-25 13:00:00,2015-12-25 15:00:00,2015-12-25 14:00:00,2015.0,12.0,2.0,afternoon,winter,Lower Harbor,35.0,Overcast,7.5,West,2.3,50.0,21.0,Lake Trout,2.0,1.0
2016-03-12,2016-03-12 08:00:00,2016-03-12 12:00:00,2016-03-12 10:00:00,2016.0,3.0,4.0,morning,spring,Chocolay,45.0,Clear,7.5,West,2.7,50.0,18.5,Coho,2.0,1.25
2016-03-13,2016-03-13 08:00:00,2016-03-13 12:00:00,2016-03-13 10:00:00,2016.0,3.0,4.0,morning,spring,Chocolay,35.0,Overcast,7.5,South,2.5,60.0,19.0,Coho,2.0,0.75
2016-03-26,2016-03-26 12:00:00,2016-03-26 14:00:00,2016-03-26 13:00:00,2016.0,3.0,2.0,afternoon,spring,Lower Harbor,55.0,Overcast,12.5,South,2.7,60.0,19.0,Coho,1.0,1.5
2016-04-16,2016-04-16 07:00:00,2016-04-16 11:00:00,2016-04-16 09:00:00,2016.0,4.0,4.0,morning,spring,AuTrain,55.0,Clear,7.5,South,2.7,45.0,25.0,Lake Trout,2.0,0.75
2016-04-17,2016-04-17 08:00:00,2016-04-17 12:00:00,2016-04-17 10:00:00,2016.0,4.0,3.6666666666666665,morning,spring,Carp,65.0,Clear,7.5,South,2.5,50.0,21.333333333333332,Coho,1.1666666666666667,1.125
2016-04-19,2016-04-19 17:00:00,2016-04-19 20:00:00,2016-04-19 18:30:00,2016.0,4.0,3.0,evening,spring,Upper Harbor,45.0,Partly Cloudy,2.5,East,2.3,60.0,21.0,Lake Trout,2.0,0.3333333333333333
2016-04-20,2016-04-20 07:00:00,2016-04-20 10:00:00,2016-04-20 08:30:00,2016.0,4.0,3.0,morning,spring,Lower Harbor,45.0,Overcast,7.5,South,2.5,40.0,29.0,Chinook,2.0,0.6666666666666666
2016-04-23,2016-04-23 07:00:00,2016-04-23 13:00:00,2016-04-23 10:00:00,2016.0,4.0,6.0,morning,spring,Lower Harbor,40.0,Overcast,2.5,East,2.5,35.0,20.0,Coho,2.0,0.5
2016-05-21,2016-05-21 07:00:00,2016-05-21 11:00:00,2016-05-21 09:00:00,2016.0,5.0,4.0,morning,spring,Lower Harbor,55.0,Clear,2.5,West,2.9,50.0,19.0,Coho,1.0,0.5
2016-05-22,2016-05-22 08:00:00,2016-05-22 12:00:00,2016-05-22 10:00:00,2016.0,5.0,4.0,morning,spring,Shot Point,55.0,Clear,2.5,South,1.9,180.0,24.0,Lake Trout,4.0,0.75
2016-05-27,2016-05-27 18:00:00,2016-05-27 21:00:00,2016-05-27 19:30:00,2016.0,5.0,3.0,evening,spring,Lower Harbor,55.0,Fog,2.5,South,2.5,50.0,25.0,Lake Trout,3.0,0.3333333333333333
2016-05-29,2016-05-29 19:00:00,2016-05-29 20:00:00,2016-05-29 19:30:00,2016.0,5.0,1.0,evening,spring,Lower Harbor,65.0,Partly Cloudy,2.5,West,2.5,60.0,31.0,Chinook,1.0,1.0
2016-05-30,2016-05-30 07:00:00,2016-05-30 13:00:00,2016-05-30 10:00:00,2016.0,5.0,6.0,morning,spring,Lower Harbor,65.0,Clear,7.5,East,2.5,60.0,20.0,Lake Trout,2.0,0.5
2016-06-02,2016-06-02 19:00:00,2016-06-02 23:00:00,2016-06-02 21:00:00,2016.0,6.0,4.0,night,summer,Upper Harbor,55.0,Partly Cloudy,7.5,South,2.3,60.0,25.0,Lake Trout,2.0,0.5
2016-06-03,2016-06-03 08:00:00,2016-06-03 11:00:00,2016-06-03 09:30:00,2016.0,6.0,3.0,morning,summer,White Rocks,65.0,Overcast,2.5,South,2.3,65.0,21.0,Coho,1.0,1.0
2016-06-08,2016-06-08 18:00:00,2016-06-08 22:00:00,2016-06-08 20:00:00,2016.0,6.0,4.0,evening,summer,Chocolay,55.0,Partly Cloudy,2.5,South,2.3,72.5,25.5,Lake Trout,3.0,1.25
2016-06-09,2016-06-09 08:00:00,2016-06-09 10:00:00,2016-06-09 09:00:00,2016.0,6.0,2.0,morning,summer,Chocolay,65.0,Clear,2.5,South,2.5,80.0,25.0,Lake Trout,1.0,0.5
2016-06-12,2016-06-12 16:00:00,2016-06-12 19:00:00,2016-06-12 17:30:00,2016.0,6.0,3.0,afternoon,summer,White Rocks,65.0,Overcast,2.5,North,2.3,70.0,19.0,Coho,2.0,0.3333333333333333
2016-06-13,2016-06-13 18:00:00,2016-06-13 22:00:00,2016-06-13 20:00:00,2016.0,6.0,4.0,evening,summer,Chocolay,55.0,Overcast,2.5,East,2.3,70.0,23.0,Lake Trout,1.0,0.25
2016-06-17,2016-06-17 18:00:00,2016-06-17 21:00:00,2016-06-17 19:30:00,2016.0,6.0,3.0,evening,summer,Chocolay,75.0,Overcast,2.5,East,2.3,90.0,23.0,Lake Trout,2.0,1.3333333333333333
